asset_id;intake_date;assessment_duration_hrs;refurb_start_date;refurb_completion_date;parts_cost;labor_hours;final_condition_score;refurb_success;certification_achieved
AST002798;7/9/2021;7.3;19/9/2021;20/9/2021;69.78;8.5;9.1;TRUE;e-Stewards
AST002799;12/8/2022;3.4;15/8/2022;15/8/2022;49.1;2.2;8;TRUE;R2
AST002801;14/5/2021;2.8;15/5/2021;15/5/2021;15.15;2;8.9;TRUE;ISO14001
AST002802;5/3/2023;2;10/3/2023;10/3/2023;56.92;3.2;9.1;TRUE;e-Stewards
AST002803;20/7/2023;4.6;23/7/2023;23/7/2023;33.48;3.1;10;TRUE;None
AST002804;13/10/2022;4.4;27/10/2022;28/10/2022;109.37;7.7;10;TRUE;e-Stewards
AST002805;17/10/2021;3.1;22/10/2021;23/10/2021;16.38;3.3;8.7;TRUE;R2
AST002806;17/10/2022;6.3;22/10/2022;22/10/2022;39.71;1;8.7;TRUE;None
AST002807;5/6/2022;2.8;6/6/2022;6/6/2022;15.02;1.4;9;TRUE;ISO14001
AST002808;4/5/2023;3.2;6/5/2023;7/5/2023;243.36;7.4;9.7;TRUE;e-Stewards
AST002809;26/11/2022;4.2;27/11/2022;28/11/2022;61.01;5.5;6.9;TRUE;None
AST002810;4/6/2020;3.5;5/6/2020;5/6/2020;43.56;1.4;6.4;TRUE;R2
AST002812;11/2/2024;3.6;12/2/2024;12/2/2024;67.28;5.2;8.3;FALSE;
AST002813;8/6/2021;5;9/6/2021;10/6/2021;16.01;1;9.6;TRUE;R2
AST002814;16/4/2024;1.9;19/4/2024;19/4/2024;26.31;3.7;10;TRUE;e-Stewards
AST002815;23/8/2021;2;25/8/2021;25/8/2021;42.92;5.2;6.6;TRUE;e-Stewards
AST002816;13/11/2023;8;14/11/2023;14/11/2023;32.88;2.4;10;TRUE;e-Stewards
AST002818;19/12/2023;5.9;20/12/2023;20/12/2023;28.53;1;10;TRUE;ISO14001
AST002819;26/6/2021;2;29/6/2021;29/6/2021;47.32;4.8;8;TRUE;R2
AST002820;24/3/2023;4;28/3/2023;28/3/2023;70.95;3.2;8;TRUE;ISO14001
AST002821;25/12/2021;1.7;1/1/2022;2/1/2022;56.09;4.7;8.4;FALSE;
AST002822;27/6/2022;3.4;7/7/2022;7/7/2022;54.67;2.5;8.8;TRUE;None
AST002823;13/8/2022;3.1;18/8/2022;18/8/2022;57.04;1.9;7.8;TRUE;R2
AST002824;28/7/2023;5.8;31/7/2023;31/7/2023;34.65;1.8;9.1;FALSE;
AST002826;19/11/2021;4.4;27/11/2021;27/11/2021;28.99;1.7;9.3;TRUE;R2
AST002827;15/2/2022;7.6;19/2/2022;19/2/2022;45.15;1;9.8;TRUE;R2
AST002828;14/2/2020;3.9;19/2/2020;19/2/2020;20.58;4.7;5.9;TRUE;R2
AST002830;17/1/2021;1.9;29/1/2021;29/1/2021;29.1;6.1;7.9;TRUE;e-Stewards
AST002831;27/8/2022;4.2;30/8/2022;31/8/2022;116.46;13;8.8;TRUE;e-Stewards
AST002832;27/9/2021;4.7;4/10/2021;4/10/2021;71.1;4.3;8.1;TRUE;e-Stewards
AST002834;2/8/2022;4.4;3/8/2022;3/8/2022;35.81;3.4;10;TRUE;R2
AST002835;23/7/2020;1.9;27/7/2020;27/7/2020;24.38;3.5;7.8;FALSE;
AST002836;27/8/2022;7.2;29/8/2022;29/8/2022;40.41;5.7;8.3;TRUE;R2
AST002838;6/7/2024;6.2;15/7/2024;15/7/2024;24.19;1.3;10;TRUE;e-Stewards
AST002839;25/9/2024;8;29/9/2024;29/9/2024;21.44;1.9;10;TRUE;e-Stewards
AST002841;30/5/2023;2.3;1/6/2023;1/6/2023;110.45;13.7;8.7;TRUE;e-Stewards
AST002843;8/7/2024;2.5;9/7/2024;9/7/2024;90.68;8.6;10;FALSE;
AST002844;30/10/2020;4.5;6/11/2020;7/11/2020;48.75;4.5;8.6;TRUE;e-Stewards
AST002846;11/6/2023;1.8;15/6/2023;16/6/2023;22.99;2.6;9.5;TRUE;ISO14001
AST002848;23/5/2022;1.4;27/5/2022;28/5/2022;67.66;5.6;9.1;TRUE;None
AST002849;19/2/2022;8;20/2/2022;21/2/2022;55.81;4.1;8.6;FALSE;
AST002850;6/10/2023;4;13/10/2023;13/10/2023;21.96;2.1;10;TRUE;e-Stewards
AST002851;25/6/2021;8;28/6/2021;28/6/2021;11.45;1;8.9;TRUE;R2
AST002852;22/1/2022;4.1;24/1/2022;24/1/2022;47.49;6;6.9;TRUE;e-Stewards
AST002853;14/2/2020;5.2;17/2/2020;17/2/2020;48.27;9.1;5.2;TRUE;R2
AST002854;22/4/2023;4.3;30/4/2023;30/4/2023;56.81;3.1;9.4;TRUE;R2
AST002855;12/7/2024;7;16/7/2024;16/7/2024;28.79;2.3;10;FALSE;
AST002857;29/5/2022;8;3/6/2022;3/6/2022;73.75;6;10;TRUE;e-Stewards
AST002858;7/11/2021;3;9/11/2021;9/11/2021;42.03;4;8.1;TRUE;e-Stewards
AST002859;16/5/2024;2.3;18/5/2024;19/5/2024;31.01;2.8;10;TRUE;R2
AST002860;1/1/2023;2.4;3/1/2023;3/1/2023;45.48;1;8.4;TRUE;e-Stewards
AST002861;22/9/2024;3.4;6/10/2024;6/10/2024;10.69;1.6;10;TRUE;R2
AST002862;11/10/2022;6.3;12/10/2022;13/10/2022;255.15;10.5;8.5;TRUE;R2
AST002863;8/6/2023;3.1;11/6/2023;11/6/2023;32.25;2.5;10;TRUE;e-Stewards
AST002864;14/8/2021;8;17/8/2021;17/8/2021;142.56;8.7;9.8;TRUE;ISO14001
AST002865;18/8/2022;1.7;23/8/2022;23/8/2022;27.19;2.5;9.5;TRUE;ISO14001
AST002867;27/5/2021;2.4;1/6/2021;1/6/2021;86.07;3.5;6.6;TRUE;R2
AST002868;25/8/2023;1.5;28/8/2023;28/8/2023;46.19;3.2;8.8;FALSE;
AST002869;16/2/2022;2.1;22/2/2022;22/2/2022;73.81;4;8;FALSE;
AST002871;9/10/2023;1.9;22/10/2023;22/10/2023;59.54;4.2;8;TRUE;e-Stewards
AST002872;25/6/2022;2.6;28/6/2022;28/6/2022;47.98;3.9;10;TRUE;ISO14001
AST002873;8/6/2022;1.3;13/6/2022;13/6/2022;48.97;2.7;10;FALSE;
AST002874;1/7/2022;2.3;6/7/2022;6/7/2022;27.4;2.3;9.5;TRUE;R2
AST002875;14/7/2022;4.1;15/7/2022;16/7/2022;215.37;9.8;9.4;TRUE;e-Stewards
AST002877;25/7/2020;5.8;29/7/2020;29/7/2020;57.74;2.5;6.4;TRUE;ISO14001
AST002879;10/8/2023;2.4;15/8/2023;15/8/2023;83.3;5.3;7.6;TRUE;R2
AST002880;27/8/2022;3.2;29/8/2022;29/8/2022;17.26;1.9;10;FALSE;
AST002881;4/9/2021;1.4;9/9/2021;9/9/2021;74.27;5.1;9.1;TRUE;e-Stewards
AST002882;24/12/2020;5.7;26/12/2020;26/12/2020;29.62;9.3;5.4;TRUE;R2
AST002883;1/1/2023;1.4;3/1/2023;3/1/2023;35;2.1;9.8;TRUE;None
AST002884;24/11/2021;2.1;25/11/2021;25/11/2021;43.97;5;8.3;TRUE;None
AST002885;22/2/2022;4.7;23/2/2022;23/2/2022;71.91;3.3;9.2;TRUE;e-Stewards
AST002886;21/3/2024;5.6;24/3/2024;24/3/2024;26.59;1;8.8;TRUE;e-Stewards
AST002887;24/7/2022;1.7;26/7/2022;26/7/2022;241.9;11.5;9.1;TRUE;ISO14001
AST002888;27/5/2024;7.2;29/5/2024;29/5/2024;10.36;1;10;TRUE;ISO14001
AST002889;13/3/2022;1.2;15/3/2022;15/3/2022;36.06;2.2;8.5;TRUE;R2
AST002890;15/5/2020;2.8;20/5/2020;20/5/2020;59.2;7.6;5.1;TRUE;R2
AST002891;17/6/2022;8;23/6/2022;23/6/2022;27.54;3.3;7.4;TRUE;R2
AST002892;19/1/2023;8;21/1/2023;22/1/2023;186.67;7.9;8.9;TRUE;R2
AST002894;24/1/2023;4.9;31/1/2023;31/1/2023;28.04;6;9;TRUE;None
AST002895;1/9/2022;1.7;3/9/2022;3/9/2022;35.44;4.7;7.9;TRUE;ISO14001
AST002896;28/11/2021;4.7;30/11/2021;30/11/2021;30.47;4.5;8.4;TRUE;e-Stewards
AST002897;8/11/2020;1.9;10/11/2020;10/11/2020;61.82;4;6.2;FALSE;
AST002899;6/5/2023;3.5;13/5/2023;13/5/2023;86.84;12.1;8.1;TRUE;ISO14001
AST002900;31/7/2022;6.4;5/8/2022;5/8/2022;42.89;2.1;9.3;TRUE;R2
AST002901;27/6/2022;3.9;28/6/2022;28/6/2022;42.59;3;8.3;TRUE;e-Stewards
AST002902;1/10/2022;4.5;2/10/2022;2/10/2022;55.51;4.7;7.3;TRUE;ISO14001
AST002904;16/3/2022;1.8;19/3/2022;19/3/2022;38.94;2.5;10;TRUE;R2
AST002905;10/6/2022;3.3;11/6/2022;11/6/2022;29.2;4.8;10;TRUE;R2
AST002907;5/4/2023;4.6;7/4/2023;7/4/2023;58.07;2;8;TRUE;e-Stewards
AST002908;9/6/2021;4.7;13/6/2021;13/6/2021;33.89;1;10;TRUE;None
AST002910;30/3/2021;2.6;5/4/2021;6/4/2021;62.14;6.2;6.8;FALSE;
AST002911;18/3/2023;2.6;21/3/2023;22/3/2023;232.51;8.9;9;TRUE;R2
AST002912;8/8/2022;2.7;12/8/2022;12/8/2022;90.89;8.4;9.7;TRUE;R2
AST002913;29/8/2023;2;4/9/2023;4/9/2023;36.16;2.4;9.8;TRUE;R2
AST002914;23/7/2024;2.2;25/7/2024;26/7/2024;62.38;11.1;10;TRUE;R2
AST002915;22/2/2024;6.2;24/2/2024;24/2/2024;40.07;4.1;10;TRUE;R2
AST002918;25/9/2022;2;7/10/2022;7/10/2022;38.08;2.9;9.8;FALSE;
AST002919;15/3/2022;3.5;18/3/2022;19/3/2022;32.79;5.5;8;TRUE;ISO14001
AST002920;3/8/2023;2.4;5/8/2023;5/8/2023;38.46;3.6;8.7;TRUE;R2
AST002921;23/5/2023;1.5;26/5/2023;26/5/2023;57.68;5.4;9.9;TRUE;e-Stewards
AST002922;21/5/2024;2.6;23/5/2024;23/5/2024;63.38;3;9.9;TRUE;R2
AST002923;11/12/2021;3.8;18/12/2021;18/12/2021;31.26;5.4;7.4;TRUE;ISO14001
AST002924;18/5/2021;3.8;23/5/2021;23/5/2021;64.54;5;7.1;TRUE;e-Stewards
AST002925;7/1/2022;5.6;11/1/2022;11/1/2022;80.2;4.4;8.5;TRUE;e-Stewards
AST002926;22/8/2024;3;24/8/2024;24/8/2024;37.12;1.8;10;TRUE;None
AST002927;14/10/2022;6.1;20/10/2022;21/10/2022;54.99;4;8.3;TRUE;R2
AST002928;15/8/2020;2.2;18/8/2020;18/8/2020;34.98;2.4;9.8;TRUE;R2
AST002929;26/9/2020;4.1;27/9/2020;27/9/2020;66.93;6.8;4.9;FALSE;
AST002930;11/5/2024;1.8;13/5/2024;13/5/2024;155.38;5.6;10;TRUE;e-Stewards
AST002931;20/7/2023;8;22/7/2023;22/7/2023;53.01;3;10;TRUE;e-Stewards
AST002932;23/3/2021;1.8;25/3/2021;26/3/2021;99.39;17.3;7.9;TRUE;ISO14001
AST002933;7/1/2024;6.4;12/1/2024;12/1/2024;61.01;3;9.8;TRUE;ISO14001
AST002934;9/9/2022;2.6;10/9/2022;10/9/2022;26.6;4.5;8.5;TRUE;R2
AST002935;12/8/2020;3.5;14/8/2020;14/8/2020;37.54;8.3;7.3;FALSE;
AST002936;8/4/2022;1.7;22/4/2022;22/4/2022;36.44;2.9;6.1;TRUE;e-Stewards
AST002938;4/4/2024;3.9;9/4/2024;9/4/2024;26.56;1.8;9.3;TRUE;ISO14001
AST002939;27/9/2022;5.1;29/9/2022;29/9/2022;48.66;3.8;9;TRUE;None
AST002940;10/6/2020;3.6;12/6/2020;12/6/2020;270.86;14.6;8.7;TRUE;R2
AST002941;17/10/2022;5;19/10/2022;20/10/2022;22.96;5.6;8.4;TRUE;e-Stewards
AST002942;3/7/2022;2.6;7/7/2022;8/7/2022;47.97;3.7;8.7;TRUE;None
AST002943;27/4/2020;4.5;11/5/2020;11/5/2020;20.15;1;9.1;FALSE;
AST002945;28/7/2022;1.7;1/8/2022;2/8/2022;117.71;13.8;9.2;TRUE;R2
AST002946;5/5/2023;2.4;11/5/2023;11/5/2023;34.95;5.3;8.9;TRUE;e-Stewards
AST002947;8/12/2021;5.3;12/12/2021;13/12/2021;179.05;13.2;9.6;TRUE;R2
AST002948;30/7/2024;5.5;4/8/2024;4/8/2024;43.8;1.2;9.9;TRUE;R2
AST002949;4/7/2021;2.8;10/7/2021;10/7/2021;38.41;3.6;9.1;FALSE;
AST002950;25/6/2021;3.1;29/6/2021;30/6/2021;32.51;4.2;6.6;TRUE;R2
AST002951;12/11/2021;3.3;19/11/2021;19/11/2021;105.28;9.3;9.4;TRUE;ISO14001
AST002952;13/9/2023;1.2;15/9/2023;15/9/2023;192.31;9.8;9.9;TRUE;ISO14001
AST002953;19/8/2022;8;28/8/2022;28/8/2022;16.67;3.7;6.5;FALSE;
AST002954;1/2/2020;4.7;3/2/2020;3/2/2020;22.61;5.4;6.7;TRUE;R2
AST002955;15/4/2024;7;19/4/2024;19/4/2024;98.4;3.9;10;TRUE;R2
AST002956;5/12/2021;5.8;8/12/2021;8/12/2021;35.85;3.3;7.2;TRUE;ISO14001
AST002957;11/3/2020;2.5;12/3/2020;12/3/2020;47.2;3.4;8;TRUE;e-Stewards
AST002959;13/3/2022;4.3;14/3/2022;14/3/2022;57.86;4.4;6.6;FALSE;
AST002960;15/7/2022;1.3;19/7/2022;19/7/2022;42.24;3.1;8.9;TRUE;R2
AST002961;14/6/2020;7;17/6/2020;17/6/2020;18.06;1.7;8.4;TRUE;ISO14001
AST002962;24/6/2024;2.1;25/6/2024;25/6/2024;44.53;4.3;7.9;TRUE;e-Stewards
AST002963;5/7/2021;2.2;8/7/2021;8/7/2021;24.11;5;7.9;TRUE;R2
AST002964;26/9/2020;8;29/9/2020;29/9/2020;39.56;5.6;7.3;TRUE;ISO14001
AST002965;15/8/2024;1.5;16/8/2024;16/8/2024;35.73;1.9;10;TRUE;e-Stewards
AST002966;25/7/2021;8;30/7/2021;31/7/2021;144.57;8;9.2;TRUE;R2
AST002967;28/7/2022;3.4;29/7/2022;30/7/2022;75.7;4.9;8.9;TRUE;e-Stewards
AST002968;4/12/2022;7.7;6/12/2022;6/12/2022;48.63;1.9;9.9;TRUE;e-Stewards
AST002969;30/8/2021;3.5;2/9/2021;2/9/2021;54.77;1.5;7.7;TRUE;R2
AST002970;7/8/2020;3.6;9/8/2020;9/8/2020;31.19;4;7.7;TRUE;R2
AST002971;1/3/2022;1.4;6/3/2022;7/3/2022;140.76;18;6.9;TRUE;e-Stewards
AST002972;3/3/2021;1.6;7/3/2021;7/3/2021;73.06;4.7;7.6;TRUE;R2
AST002973;22/10/2020;2.5;3/11/2020;3/11/2020;35.77;5;7.9;TRUE;ISO14001
AST002975;30/3/2022;3.7;1/4/2022;2/4/2022;161.46;10.4;9.9;TRUE;e-Stewards
AST002977;22/7/2023;3;26/7/2023;27/7/2023;70.28;5.7;8.7;TRUE;e-Stewards
AST002978;2/1/2022;2.4;3/1/2022;3/1/2022;31.57;3.4;8.9;TRUE;R2
AST002979;21/7/2020;3.2;24/7/2020;24/7/2020;38.12;5.7;7.4;TRUE;R2
AST002980;18/12/2023;2.7;26/12/2023;26/12/2023;30.6;2.8;8.6;TRUE;R2
AST002981;21/10/2023;6;28/10/2023;28/10/2023;57.67;2.9;8.5;TRUE;e-Stewards
AST002982;7/8/2023;3.8;11/8/2023;11/8/2023;32.88;3.2;8.9;FALSE;
AST002983;17/6/2023;2.1;20/6/2023;20/6/2023;23.07;1;10;TRUE;R2
AST002987;28/9/2020;4.5;3/10/2020;3/10/2020;18.6;1.5;9.5;TRUE;ISO14001
AST002988;14/3/2020;5.2;15/3/2020;16/3/2020;22.78;3.8;8.1;TRUE;R2
AST002989;27/8/2024;5.2;29/8/2024;29/8/2024;16.93;1;10;TRUE;ISO14001
AST002990;30/4/2020;2.2;2/5/2020;2/5/2020;60.34;5.3;5.5;TRUE;None
AST002991;2/7/2022;7;6/7/2022;6/7/2022;96.42;4.7;6.5;TRUE;e-Stewards
AST002992;15/9/2020;2;18/9/2020;19/9/2020;53.43;6.3;7.4;TRUE;e-Stewards
AST002994;20/12/2021;1.9;25/12/2021;25/12/2021;48.18;3.8;8.4;TRUE;R2
AST002995;29/7/2022;2.7;1/8/2022;1/8/2022;30.8;2.2;10;TRUE;R2
AST002996;5/4/2021;3.9;7/4/2021;7/4/2021;58.02;4.1;9.6;TRUE;e-Stewards
AST002997;3/7/2023;1.5;7/7/2023;7/7/2023;18.42;1;9.2;TRUE;ISO14001
AST002998;12/1/2024;2;15/1/2024;15/1/2024;51.51;5.7;9.5;FALSE;
AST002999;27/7/2022;3.2;3/8/2022;3/8/2022;44.92;3;9.7;TRUE;e-Stewards
AST003001;29/9/2021;7.2;30/9/2021;30/9/2021;82.16;4.8;7.2;TRUE;R2
AST003003;17/7/2024;5.5;20/7/2024;20/7/2024;32.27;3.4;10;TRUE;R2
AST003004;28/8/2022;6.3;31/8/2022;31/8/2022;33.8;3;9.6;TRUE;e-Stewards
AST003005;6/4/2022;2.5;9/4/2022;9/4/2022;64.57;4.1;9.6;TRUE;R2
AST003007;31/12/2020;8;3/1/2021;3/1/2021;68.38;5.7;7.5;TRUE;e-Stewards
AST003008;24/1/2023;5.1;2/2/2023;2/2/2023;164.94;12.2;8.6;TRUE;e-Stewards
AST003009;18/3/2021;4;23/3/2021;23/3/2021;198.56;5.4;8.6;TRUE;R2
AST003010;25/7/2022;5.3;27/7/2022;27/7/2022;24.93;2.1;8.8;TRUE;R2
AST003011;28/6/2022;4.9;2/7/2022;2/7/2022;42.82;5.3;9.3;TRUE;R2
AST003012;9/6/2020;5.1;11/6/2020;11/6/2020;62.78;3.3;6.8;FALSE;
AST003013;2/3/2023;3.3;7/3/2023;7/3/2023;14.82;1;10;TRUE;None
AST003015;18/3/2022;3.2;20/3/2022;20/3/2022;47.84;2.6;6.7;TRUE;e-Stewards
AST003018;13/8/2022;8;17/8/2022;17/8/2022;26.99;3.6;8.9;FALSE;
AST003021;26/8/2024;5.9;30/8/2024;30/8/2024;41.11;3.1;10;TRUE;R2
AST003022;23/2/2023;1.4;25/2/2023;25/2/2023;44.69;2.3;10;TRUE;e-Stewards
AST003024;19/9/2023;4.3;28/9/2023;28/9/2023;68.51;3.5;8.4;TRUE;e-Stewards
AST003025;13/4/2021;2.7;17/4/2021;17/4/2021;16.7;1.6;8.8;TRUE;R2
AST003026;20/10/2021;1.7;28/10/2021;28/10/2021;44.13;4.3;6.6;TRUE;e-Stewards
AST003027;7/8/2022;2.4;15/8/2022;15/8/2022;82.63;10.2;8.3;FALSE;
AST003029;27/6/2022;6.3;29/6/2022;30/6/2022;148.15;7.1;10;FALSE;
AST003030;7/5/2024;2.3;8/5/2024;8/5/2024;38.99;3;8.8;TRUE;R2
AST003031;23/3/2021;3.9;25/3/2021;25/3/2021;133.63;14.4;8.3;FALSE;
AST003032;9/8/2021;3.8;10/8/2021;10/8/2021;18.53;3.3;9.4;TRUE;R2
AST003033;4/11/2020;2.2;8/11/2020;8/11/2020;52.25;5.1;6.6;FALSE;
AST003034;6/4/2024;3.9;17/4/2024;17/4/2024;13.03;1;10;TRUE;e-Stewards
AST003035;8/6/2020;5.7;9/6/2020;9/6/2020;48.63;3.9;7.1;TRUE;None
AST003037;31/8/2021;4.1;4/9/2021;4/9/2021;23.34;3.6;8.3;TRUE;e-Stewards
AST003038;4/11/2021;5.5;5/11/2021;6/11/2021;58.89;5.3;8.7;TRUE;ISO14001
AST003039;16/7/2023;4.4;19/7/2023;19/7/2023;48.62;3.5;10;TRUE;R2
AST003040;17/6/2020;3.5;20/6/2020;20/6/2020;71.95;4;7.9;TRUE;ISO14001
AST003041;31/5/2020;1.4;2/6/2020;2/6/2020;40.65;1.7;8.3;FALSE;
AST003042;12/6/2024;1.4;13/6/2024;13/6/2024;50.23;2.7;10;TRUE;e-Stewards
AST003043;6/10/2022;2.7;7/10/2022;8/10/2022;52.68;1.9;10;TRUE;R2
AST003044;29/8/2022;1.7;2/9/2022;2/9/2022;78.12;4.1;7.8;TRUE;None
AST003045;24/4/2021;5;26/4/2021;27/4/2021;32.16;2.6;9;TRUE;R2
AST003046;27/2/2021;8;28/2/2021;28/2/2021;24.97;1.9;8.5;TRUE;R2
AST003047;20/7/2022;1.8;26/7/2022;26/7/2022;64.19;1.4;8.9;TRUE;e-Stewards
AST003048;7/5/2020;5.7;9/5/2020;9/5/2020;69.12;6.2;6;TRUE;e-Stewards
AST003049;26/2/2022;2.9;3/3/2022;3/3/2022;81.6;5.1;5.8;TRUE;R2
AST003050;29/5/2020;1.9;30/5/2020;30/5/2020;107.07;12;10;FALSE;
AST003051;4/2/2021;1.6;10/2/2021;11/2/2021;65.2;3.7;7.5;TRUE;e-Stewards
AST003052;28/3/2023;2.3;2/4/2023;2/4/2023;37.63;1;10;TRUE;R2
AST003053;13/7/2022;1.9;15/7/2022;15/7/2022;26.5;2.2;6.6;TRUE;R2
AST003054;24/4/2023;5.3;26/4/2023;26/4/2023;45.4;2.8;10;TRUE;ISO14001
AST003055;27/11/2022;4.1;1/12/2022;1/12/2022;39.61;5.5;7.4;TRUE;R2
AST003056;13/6/2021;3.6;23/6/2021;23/6/2021;41.19;4.1;9.4;TRUE;ISO14001
AST003057;21/6/2022;4.3;24/6/2022;24/6/2022;40.99;5.5;8.8;TRUE;ISO14001
AST003059;31/10/2020;8;2/11/2020;2/11/2020;52.51;6.5;5.2;TRUE;R2
AST003060;12/4/2022;7.6;21/4/2022;21/4/2022;59.16;1.1;9.8;TRUE;R2
AST003061;4/12/2020;1.9;8/12/2020;8/12/2020;70.93;4;6.9;FALSE;
AST003062;12/4/2021;4.6;18/4/2021;19/4/2021;172.82;11.9;8.2;TRUE;e-Stewards
AST003063;5/5/2024;1.9;9/5/2024;10/5/2024;29.67;2.1;9.4;TRUE;e-Stewards
AST003064;20/6/2023;5.1;21/6/2023;21/6/2023;31.11;4.3;8.9;TRUE;e-Stewards
AST003066;22/4/2022;1.2;25/4/2022;25/4/2022;32.72;2.2;9;TRUE;R2
AST003067;21/2/2022;4.2;23/2/2022;24/2/2022;36.96;1.9;10;TRUE;R2
AST003068;25/2/2023;2.7;27/2/2023;27/2/2023;33.53;1.5;10;TRUE;e-Stewards
AST003069;13/2/2023;6.4;27/2/2023;27/2/2023;29.46;3.7;9.1;TRUE;None
AST003071;9/8/2022;3.4;12/8/2022;12/8/2022;27.28;5;7;TRUE;R2
AST003072;20/5/2022;1.7;22/5/2022;22/5/2022;24.39;2.7;8.9;TRUE;R2
AST003073;31/12/2023;8;13/1/2024;13/1/2024;45.66;3;10;TRUE;R2
AST003074;23/1/2022;3.1;25/1/2022;25/1/2022;12.97;3.1;9.9;TRUE;ISO14001
AST003075;11/6/2020;1.4;21/6/2020;21/6/2020;35.45;3.8;9.9;TRUE;ISO14001
AST003076;6/7/2021;3.3;9/7/2021;9/7/2021;25.95;2.1;10;TRUE;None
AST003077;20/5/2022;4.7;25/5/2022;25/5/2022;58.17;4.1;7.9;TRUE;ISO14001
AST003078;24/2/2024;5.3;26/2/2024;26/2/2024;56.31;3.8;10;TRUE;R2
AST003079;24/12/2020;2.4;27/12/2020;28/12/2020;86.16;8.6;7.7;TRUE;None
AST003080;11/6/2022;8;13/6/2022;13/6/2022;22.63;3.6;9.7;TRUE;R2
AST003081;3/8/2021;2.9;10/8/2021;10/8/2021;27.47;1;9.5;TRUE;e-Stewards
AST003085;2/8/2022;2.9;10/8/2022;10/8/2022;57.23;1;9.2;TRUE;R2
AST003086;12/7/2021;1.8;14/7/2021;14/7/2021;58.81;5.1;8.3;FALSE;
AST003087;4/11/2022;3.9;8/11/2022;8/11/2022;15.27;1;8.6;FALSE;
AST003088;27/5/2024;3;30/5/2024;30/5/2024;19.35;2.6;10;TRUE;None
AST003089;25/11/2022;2.4;29/11/2022;30/11/2022;93.67;7.2;10;TRUE;R2
AST003090;17/6/2024;2.8;21/6/2024;21/6/2024;20.04;2.6;10;TRUE;R2
AST003091;25/8/2022;1.7;29/8/2022;29/8/2022;102.03;16.5;9.4;FALSE;
AST003092;31/7/2021;3.7;3/8/2021;3/8/2021;29.65;5.1;7;TRUE;e-Stewards
AST003094;19/8/2020;8;22/8/2020;22/8/2020;30.36;7.2;6.9;TRUE;e-Stewards
AST003096;24/7/2022;2.6;26/7/2022;26/7/2022;46.5;3.7;9.1;TRUE;ISO14001
AST003097;24/7/2021;1.7;27/7/2021;27/7/2021;29.9;2.5;7.4;TRUE;R2
AST003098;17/10/2023;1.7;21/10/2023;21/10/2023;47.47;1.9;10;TRUE;R2
AST003100;12/8/2021;1.1;14/8/2021;15/8/2021;291.2;15.2;8.2;FALSE;
AST003101;10/11/2020;3.1;12/11/2020;12/11/2020;134.83;5.6;10;TRUE;e-Stewards
AST003103;5/4/2020;2.6;11/4/2020;11/4/2020;314.26;12.6;7.3;FALSE;
AST003104;10/9/2022;8;16/9/2022;16/9/2022;42.86;3.3;9.5;TRUE;R2
AST003105;30/1/2020;4.7;2/2/2020;2/2/2020;79.81;4.3;6.2;TRUE;R2
AST003106;13/10/2022;2.9;14/10/2022;14/10/2022;68.16;4.3;7.8;TRUE;R2
AST003107;8/4/2024;3.8;17/4/2024;17/4/2024;59.74;5.7;9.4;TRUE;ISO14001
AST003108;27/5/2020;2.5;30/5/2020;30/5/2020;234.1;14.5;7.8;TRUE;ISO14001
AST003109;30/1/2020;2.8;1/2/2020;1/2/2020;48.76;6.5;7.4;TRUE;e-Stewards
AST003110;11/6/2022;4.9;22/6/2022;22/6/2022;27.26;4.2;8.5;TRUE;e-Stewards
AST003111;3/9/2021;4.3;6/9/2021;7/9/2021;41.7;1.6;9.2;TRUE;ISO14001
AST003112;12/2/2020;2.8;14/2/2020;14/2/2020;62.52;6.3;5.7;TRUE;ISO14001
AST003113;10/4/2021;5.6;18/4/2021;19/4/2021;267.48;13.5;7.6;TRUE;None
AST003114;23/8/2024;8;31/8/2024;31/8/2024;11.45;1;10;FALSE;
AST003115;22/3/2020;3.3;24/3/2020;25/3/2020;63.16;5.2;6.6;TRUE;R2
AST003116;27/10/2023;1.3;29/10/2023;30/10/2023;57.93;3;9;TRUE;e-Stewards
AST003117;14/7/2020;2.6;21/7/2020;21/7/2020;77.98;7.1;6.4;TRUE;e-Stewards
AST003118;20/4/2021;2.5;22/4/2021;22/4/2021;23.85;1;9.6;TRUE;R2
AST003119;7/11/2022;1.9;8/11/2022;8/11/2022;27.27;1;10;FALSE;
AST003122;24/8/2021;4.4;27/8/2021;27/8/2021;44.31;4.6;8.7;TRUE;e-Stewards
AST003123;15/2/2023;7.6;19/2/2023;19/2/2023;45.73;2.3;9.4;TRUE;R2
AST003125;23/8/2024;3.2;1/9/2024;1/9/2024;45.58;2.5;9.7;TRUE;R2
AST003126;30/10/2022;6.1;31/10/2022;31/10/2022;43.25;2.1;9.9;TRUE;R2
AST003127;9/8/2021;5.2;17/8/2021;18/8/2021;43.89;3.6;9.7;FALSE;
AST003128;26/7/2024;2.5;27/7/2024;27/7/2024;200.1;7.5;10;TRUE;e-Stewards
AST003129;15/8/2021;3.3;18/8/2021;18/8/2021;59.25;2.9;8.3;TRUE;R2
AST003130;13/3/2023;2;27/3/2023;27/3/2023;49.2;3.3;9.3;TRUE;R2
AST003132;16/9/2023;8;23/9/2023;24/9/2023;135.65;12.7;9.4;TRUE;e-Stewards
